タスク大分類,タスク大分類説明,タスク中分類,タスク小分類,評価項目,評価項目説明,表示順,作成日,変更日,削除日,最終更新日,重複対象タスク中分類識別子,重複対象タスク小分類識別子,重複対象評価項目識別子,営農１年目,営農２年目,営農,農場長,営業,事務,総務,顧問,管理者
生産マネージメント,,完了処理,完了評価,生産計画、実行過程、管理方法、成果（ノウハウ、知識、経験等）等に関する評価を行う,,272,2024/4/8,2024/4/8,,,,,,,◎,◎,◎,,,,◎,◎
生産マネージメント,,完了処理,完了評価,実績情報の収集、整理をし、分析し、分析結果を情報共有する,,273,2024/4/8,2024/4/8,,,,,,,◎,◎,◎,,,,◎,◎
生産マネージメント,,個別の品質マネジメント,品質分析・評価のマネジメント,評価対象、評価スケジュール、評価者を定めた品質評価計画を策定する,,274,2024/4/8,2024/4/8,,,,,,,◎,◎,◎,,,,◎,◎
生産マネージメント,,個別の品質マネジメント,品質分析・評価のマネジメント,品質に関するニーズを品質要求定義として、品質特性、副特性を用いて品質目標、測定基準、測定手法を定める,,275,2024/4/8,2024/4/8,,,,,,,◎,◎,◎,,,,◎,◎
生産マネージメント,,個別の品質マネジメント,品質分析・評価のマネジメント,主要な生産工程の成果データを取得し、品質目標と比較して分析、評価する,,276,2024/4/8,2024/4/8,,,,,,,◎,◎,◎,,,,◎,◎
生産マネージメント,,個別の品質マネジメント,品質分析・評価のマネジメント,評価結果を総合し、農産物の全体品質を評価する,,277,2024/4/8,2024/4/8,,,,,,,◎,◎,◎,,,,◎,◎
生産マネージメント,,個別の品質マネジメント,品質分析・評価のマネジメント,評価データ、分析・評価結果に基づいて品質や生産工程の弱点を探り、改善事項として整理する,,278,2024/4/8,2024/4/8,,,,,,,◎,◎,◎,,,,◎,◎
圃場管理,,圃場管理,記録・管理,圃場台帳の記録・記録管理を行う。,,279,2024/4/8,2024/4/8,,,,,,◎,◎,◎,◎,,,,◎,◎
圃場管理,,圃場管理,記録・管理,圃場の位置の確認。,,280,2024/4/8,2024/4/8,,,,,,◎,◎,◎,◎,,,,◎,◎
圃場管理,,水利権管理,水利利用ルール,灌水施設を使用する際のルールを把握している,,281,2024/4/8,2024/4/8,,,,,,,,◎,,,,,◎,◎
経営戦略,,年度実績の振り返り,年度実績の振り返り,その年度の実績を振り返り、分析した結果を次年度計画に反映させる,,282,2024/4/8,2024/4/8,,,,,,◎,◎,◎,◎,◎,◎,◎,◎,◎
教育,,研修の企画,前提条件、制約事項の把握,研修対象者の職務や役割、職歴を考慮した研修の設計をする,,283,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
教育,,研修の企画,現状分析,担当する研修の目的と方針を把握する,,284,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
教育,,研修の実施,研修の開催（オープニング）,担当する研修の教材を準備し、講義計画を組み立てたうえで実施する。,,285,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
独立起業準備,,ライフプランニング,人生設計,自己のライフプラン（人生設計）を作成する,仮説や実績から顧客ニーズを設定し、ニーズを満たす商品とサービスの組み合わせを考える,286,2024/4/8,2024/4/8,,,,,,◎,◎,◎,◎,,,,◎,◎
独立起業準備,,ライフプランニング,自己分析、自己管理,自己の人生設計の分析をする,,287,2024/4/8,2024/4/8,,,,,,◎,◎,◎,◎,,,,◎,◎
独立起業準備,,ライフプランニング,基礎知識の習得,自分自身の思いや考えを整理し、表現する,顧客の経営ビジョンや戦略、業務内容や購買方法を聞き出して整理する,288,2024/4/8,2024/4/8,,,,,,◎,◎,◎,◎,,,,◎,◎
独立起業準備,,ライフプランニング,基礎知識の習得,自分自身がすべきことが明確になっており、優先順位をつけている,,289,2024/4/8,2024/4/8,,,,,,◎,◎,◎,◎,,,,◎,◎
独立起業準備,,ライフプランニング,基礎知識の習得,事業計画を策定するための基礎知識がある,打ち合わせ前に提案資料を作成し、打ち合わせ内容も資料（議事録、質問表等）に整理する,290,2024/4/8,2024/4/8,,,,,,◎,◎,◎,◎,,,,◎,◎
独立起業準備,,ライフプランニング,基礎知識の習得,経済、金融などに関する基礎知識がある,,291,2024/4/8,2024/4/8,,,,,,◎,◎,◎,◎,,,,◎,◎
独立起業準備,,ライフプランニング,基礎知識の習得,財務、会計などに関する基礎知識がある,,292,2024/4/8,2024/4/8,,,,,,◎,◎,◎,◎,,,,◎,◎
独立起業準備,,ライフプランニング,基礎知識の習得,起業する業界の構造、動向、課題、未来予測などに関する基礎知識がある,,293,2024/4/8,2024/4/8,,,,,,◎,◎,◎,◎,,,,◎,◎
独立起業準備,,ライフプランニング,基礎知識の習得,事業の仕組み（営業・販売・代金回収など）、収益の構造などの基礎知識がある,,294,2024/4/8,2024/4/8,,,,,,◎,◎,◎,◎,,,,◎,◎
独立起業準備,,ライフプランニング,基礎知識の習得,事業にともなう事務（経理、労務等の書類作成、各種届出など）の基礎知識がある,,295,2024/4/8,2024/4/8,,,,,,◎,◎,◎,◎,,,,◎,◎
事業戦略策定,,事業環境の分析,経営方針の確認,自社の基本理念・ビジョン・方針を理解する,,296,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業環境の分析,経営方針の確認,新たな事業計画を立案するにあたり、経営方針や経営陣の思いを確認、共有する,,297,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業環境の分析,内部環境の分析,自社の組織体制、現状人員数、配置状況を把握する,,298,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業環境の分析,内部環境の分析,自社の収益性、安全性、生産性等の財務状況を把握する,,299,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業環境の分析,内部環境の分析,自社の製品（農産物）の売上高、利益率、ライフサイクル上のポジションを把握する,,300,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業環境の分析,内部環境の分析,調達、生産、物流等の自社業務の一連の流れを把握する,,301,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業環境の分析,内部環境の分析,事業管理のために必要な情報が自社内のどこに、誰によって、どのように管理されているか把握する,,302,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略の策定,基本構想の策定,事業環境分析の結果をもとに、自社の強み･弱み、市場の機会・脅威を整理し、分析する,,303,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略の策定,アクションプランの策定,事業戦略指針に即した具体的なアクション（施策）を洗い出す,,304,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略の策定,アクションプランの策定,アクション（施策）の実施スケジュールを策定する,,305,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略の策定,アクションプランの策定,アクションプランの実現性や実効性を検証する,,306,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略の策定,売上計画の策定,過去の年、月毎の売上実績を確認する,,307,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略の策定,売上計画の策定,自社が該当する市場の動向（他社の動向、環境等の影響）を確認する,,308,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略の策定,売上計画の策定,過去のトレンド、市場の動向、自社がとる施策（販促活動等）を考慮して売上計画を策定する,,309,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略の策定,売上計画の策定,自社がとる施策（販促活動等）の市場への効果、影響を予測し、計画の妥当性を判断する,,310,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略の策定,売上計画の策定,決算期にあわせて実施施策（販売施策、実行計画等）に対する売上予測を立てる,,311,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略の策定,費用計画の策定,農産物を作るために必要な費用を洗い出し、積算する（製造原価）,,312,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略の策定,費用計画の策定,農産物を販売するために必要な人員、経費等を洗い出し、積算する（販管費）,,313,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略の策定,費用計画の策定,決算期にあわせて、実施施策（販売施策、実行計画等）に対する費用予測を立てる,,314,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略の策定,利益計画の策定,売上、原価、販売管理費等の計画に基づき、利益計画を策定する,,315,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略の策定,利益計画の策定,現状と将来の利益構造に基づき損益分岐点グラフを作成し、損益の変化を可視化する,,316,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略の策定,利益計画の策定,損益分岐点を把握し、目標利益を設定する,,317,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略の策定,資金計画の策定,売上、行動、費用、利益等の計画を鑑み、資金調達の必要性を検討し、返済計画を織り込んだ資金繰り表を作成する,,318,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略の策定,資金計画の策定,資金調達を阻害する外的要因を把握し、リスクを洗い出す,,319,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略実行体制の確立,実現可能性の検証,売上、費用、利益等の数値計画と販売施策、実行計画等の実施施策との整合性を確認する,,320,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略実行体制の確立,実現可能性の検証,事業のあるべき姿と現実とのギャップを確認する,,321,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略実行体制の確立,実現可能性の検証,現状と照らし合わせた事業計画の実現性を確認する,,322,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略実行体制の確立,実現可能性の検証,計画と実際に乖離が生じた場合の実施可能な対応策が立てられていることを確認する,,323,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略実行体制の確立,実施準備,実行計画を部門、職位（ポジション）、職務（役割）毎に整理する,,324,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略実行体制の確立,実施準備,部門・職位（ポジション）・職務（役割）別に目標を必達目標とチャレンジ目標に分けて設定する,,325,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略実行体制の確立,実施準備,全社、部門、チーム毎の目標を定期的にチェックするタイミングを明らかにする,,326,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略実行体制の確立,実施準備,事業計画の遂行を管理する体制を構築する,,327,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
事業戦略策定,,事業戦略実行体制の確立,実施準備,情報の共有とチェックの方法を明らかにする,,328,2024/4/8,2024/4/8,,,,,,,,◎,◎,,,,◎,◎
マーケティング・セールス,,顧客満足度管理,顧客満足度の調査と分析,提供した農産物の満足度の調査を企画し、推進する,,329,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
マーケティング・セールス,,顧客満足度管理,クレーム・障害時の対応,顧客のクレームは十分に誠意を持って聞くとともに、上司および関係者に報告し、迅速に一次対応する,,330,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
マーケティング・セールス,,顧客満足度管理,クレーム・障害時の対応,クレームの内容を正確に把握し、整理する,,331,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
マーケティング・セールス,,顧客満足度管理,クレーム・障害時の対応,問題が発生した場合、内容を聞き出し整理する,,332,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
マーケティング・セールス,,顧客満足度管理,クレーム・障害時の対応,顧客の緊急度、影響度を考慮し、対応措置を考える,,333,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
マーケティング・セールス,,顧客満足度管理,クレーム・障害時の対応,発生した問題内容の解決案を関係者と考える,,334,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
マーケティング・セールス,,顧客満足度管理,クレーム・障害時の対応（報告）,お詫び（経緯、原因、対策等）の文章を作成する,,335,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
マーケティング・セールス,,顧客満足度管理,クレーム・障害時の対応（報告）,顧客に適宜状況報告と対応措置を説明する,,336,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
マーケティング・セールス,,顧客満足度管理,クレーム・障害時の対応（報告）,解決案を顧客に説明し、理解を得て対応する,,337,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,要求（構想）の確認,経営要求の確認,自社の経営方針、中長期および短期の企業目標を把握する,,338,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
営業業務,,要求（構想）の確認,経営環境の調査・分析と課題の抽出,自社および外部の事業環境の情報を収集し、課題の分析と抽出をする。,,339,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,新ビジネスモデルへの提言,業界動向の調査・分析,業界動向（相場、競合、需要等）の情報を収集し分析したうえで、今後の事業計画を立案する。,,340,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,事業戦略の実現シナリオへの提言,実現可能性の確認,立案した事業計画を実現するための販売計画を作成する。,,341,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,事業戦略の実現シナリオへの提言,全社戦略の展開における活動・成果指標の設定,事業計画の実現度合や実施状況を把握するための指標を設定する,,342,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,事業戦略の実現シナリオへの提言,課題とリスクの洗い出し,自社および外部の現状や動向を踏まえて、販売計画に対する様々な課題やリスクを洗い出す,,343,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,事業戦略の実現シナリオへの提言,超概算予算の算出,販売計画を遂行するために必要な作業やリソースを洗い出し、概算費用を算出する,,344,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,市場動向の調査・分析・予測,市場機会の発見と選択,取引市場のニーズ、購買決定プロセス、購買決定者等を分析、把握する,,345,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,製品・サービス戦略の策定,ビジネス機会の分析,市場や競合他社の状況を分析し、新規提案先を見つけ出す,,346,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,製品・サービス戦略の策定,新規製品・サービスの企画,市場価格や販売計画をもとに新規顧客に提案する内容を決定する,,347,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,製品・サービス戦略の策定,既存製品・サービスのロードマップ更新,自社商品の価値を高めるための要件（新規提案や改善策）を洗い出し、優先順位をつけて取り組む,,348,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,製品・サービス戦略の策定,販売実績に基づく評価,商品毎の販売目標（売上、利益、マーケットシェア等）に対する実績を収集して評価する,,349,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
営業業務,,販売戦略の策定,ソリューションモデルの開発,仮説や実績から顧客ニーズを設定し、ニーズを満たす商品とサービスの組み合わせを考える,,350,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,販売戦略の策定,製品・サービス導入事例の作成,顧客からの評価をとりまとめて社内外に発信する,,351,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
営業業務,,アカウント戦略の策定,顧客状況の把握,顧客の経営ビジョンや戦略、業務内容や購買方法を聞き出して整理する,,352,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,アカウント戦略の策定,顧客状況の資料化,打ち合わせ前に提案資料を作成し、打ち合わせ内容も資料（議事録、質問表等）に整理する,,353,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
営業業務,,ソリューションの企画,顧客の状況把握と課題分析,顧客の全体組織構成、意思決定プロセス、ステークホルダを把握する,,354,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,ソリューションの企画,顧客の課題とソリューションビジョンの共有,顧客の課題やニーズを整理し、提案書を作成する,,355,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
営業業務,,ソリューションの企画,現行システムの把握と分析,顧客の現行の取引内容を把握するための調査を行う,,356,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,プロモーションの計画と実施,プロモーション戦略の策定,新規顧客獲得のために、自社の知名度（商品やサービスの知名度を含む）を効果的に上げるためのプロモーション施策を立案する,,357,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
営業業務,,プロモーションの計画と実施,フェア出展,自社商品のフェアへの展示検討（フェアの趣旨や費用対効果等）し、出展する場合は出展に向けての事前準備を行う,,358,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
営業業務,,プロモーションの計画と実施,プロモーション活動の実施と評価,見込み顧客に対して商品やサービスの価値が正しく伝わるようなプロモーション内容を作成する,,359,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
営業業務,,商談契機の創出,自社の顧客アピールとアポイント取得,自社の商品の特徴や会社概要を説明し、商談の機会を獲得する,,360,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,商談契機の創出,顧客に提供する話題づくり,担当者との業務外の会話をするため、社会情勢や景気動向の変化、業界動向などの情報を収集する,,361,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,商品の提案,事前ヒアリング,提案内容を検討するために、顧客の財務状態や経営戦略の概要、競合の情報を収集し分析する,,362,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,商品の提案,ネゴシエーション,顧客の購買基準（価格、決定プロセス等）をヒアリングし、基準に適合するように可能な限り調整した上で提案する,,363,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,商品の提案,提案（プレゼンテーション）,提案書・見積書について、事前に作成したシナリオをもとに説明する,,364,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,商品の提案,提案（デモンストレーションの準備）,顧客の立場で説明シナリオを考える,,365,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,商品の提案,提案（デモンストレーション）,社内の人にデモンストレーションを実施し、結果をもとにシナリオを改善する,,366,2024/4/8,2024/4/8,,,,,,,,,,◎,,,◎,◎
営業業務,,商品の提案,最終提案内容の合意と契約締結,合意した提案書・見積書をもとに契約書を作成し、顧客と契約締結する,,367,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
営業業務,,営業事務,営業案件管理,顧客との商談内容の要点をまとめたレポートまたは議事録を作成し、営業部内で共有し、適宜精査（進捗、課題や受注見込みの確認）を行う,,368,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
営業業務,,営業事務,営業成績管理,年間・半期・四半期・月次予算と実績との差を把握し、営業活動計画を策定し実施する,,369,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
営業業務,,営業事務,受注事前業務,新規取引（販売先、仕入先）の場合、社内ルールに従い事務処理を行う,,370,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
営業業務,,営業事務,受注管理業務,受注、販売、請求、入金確認の各段階において社内ルールに従って事務処理を行う,,371,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
営業業務,,顧客満足度管理,プロジェクト進捗管理・品質管理,顧客と会話し、商品の品質や納入に問題がないか把握する,,372,2024/4/8,2024/4/8,,,,,,,,,,,,,◎,
営業業務,,顧客満足度管理,クレーム・障害時の対応,顧客のクレームは十分に誠意を持って聞くとともに、クレームの内容を正確に把握し整理する,,373,2024/4/8,2024/4/8,,,,,,,,,,,,,◎,
営業業務,,顧客満足度管理,クレーム・障害時の対応（報告）,顧客の緊急度、影響度を考慮した解決案を関係者と考え、顧客と社内に適宜状況を報告しながら、解決策を実施する,,374,2024/4/8,2024/4/8,,,,,,,,,,,,,◎,◎
営業業務,,契約締結管理,委託／受託業務の内容と責任分担の明確化,委託／受託業務内容および責任分担を契約書、仕様書に明記して委託先と取り交わす,,375,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
営業業務,,契約締結管理,法的要件を満たした契約内容の作成,必要な特約条項および免責条項や損害賠償条項、機密保持条項を反映した契約書を作成する,,376,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
営業業務,,契約締結管理,契約の締結,契約上の責任、役割、条件等の契約内容を理解、確認したうえで、問題点があれば交渉を行い、最終的に合意形成を行う,,377,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
営業業務,,契約変更管理,追加変更発生時の対応,当初契約外として追加、変更される内容を明らかにしたうえで、取りまとめて覚書を締結する,,378,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
総務・人事・経理,,ガバナンス（総務）＞ファシリティマネジメント,職場環境の向上,良好なオフィス環境を維持するために、オフィス設備の整備やコミュニケーション促進機会を創出する,,379,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
総務・人事・経理,,ガバナンス（総務）＞庶務,助成金管理,自社に適用可能な補助金・助成金の情報収集、申請書類作成、申請を行う,,380,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
総務・人事・経理,,ガバナンス（総務）＞危機管理,災害対応,予測される災害リスク（地震、火災、水害等）に対する対応策や行動手順の作成を行う,,381,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
総務・人事・経理,,ガバナンス（総務）＞危機管理,傷害・損害対応,トラブル、紛争の内容や影響に応じて対応策や解決手順の作成を行う,,382,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
総務・人事・経理,,ガバナンス（総務）＞危機管理,事故対応,農作業事故、交通事故が発生した際の対応策の作成を行う,,383,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
総務・人事・経理,,ガバナンス（総務）＞危機管理,危機管理対応,緊急事態が発生した際の対応策や対応体制の作成を行う,,384,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
総務・人事・経理,,ガバナンス（総務）＞安全管理,保険手続対応,自社で加入が必要な保険（自動車保険、火災保険、団体生命保険等）のとりまとめ、手続きを行う,,385,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
総務・人事・経理,,ガバナンス（総務）＞情報セキュリティ事故対応,インシデント報告受付,社内で発生した事故・事件の報告をとりまとめ、管理する,,386,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
総務・人事・経理,,資産管理＞資産管理,棚卸資産管理,社内の棚卸資産の把握および決算時に適切な会計処理を行う,,387,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
総務・人事・経理,,資産管理＞資産管理,固定資産管理,社内の固定資産の把握および決算時に適切な会計処理を行う,,388,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
総務・人事・経理,,資産管理＞資産管理,リース資産管理,社内のリース資産の把握および決算時に適切な会計処理を行う,,389,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
総務・人事・経理,,人事＞採用活動,学校への採用活動対応,実施方法、スケジュール、体制、コスト等を考慮したインターンシップの企画を行う,,390,2024/4/8,2024/4/8,,,,,,,,,,,,◎,◎,◎
総務・人事・経理,,人事＞採用活動,採用計画の策定と準備,人員計画に基づき、人材要件、選考方法や基準、スケジュールを考慮した採用の計画を行う,,391,2024/4/8,2024/4/8,,,,,,,,,◎,◎,,◎,◎,◎
総務・人事・経理,,人事＞採用活動,採用活動の実施,採用計画に基づき遅滞なく採用活動を実施する,,392,2024/4/8,2024/4/8,,,,,,,,,◎,◎,,◎,◎,◎
総務・人事・経理,,人事＞採用活動,雇用契約の実施,内定者に対して雇用契約書の内容説明と雇用契約の締結を行う,,393,2024/4/8,2024/4/8,,,,,,,,,◎,◎,,◎,◎,◎
総務・人事・経理,,人事＞人材配置戦略,人員計画の策定,事業計画と現状の社内人材をもとに、今後の人員数や人員配置の計画を作成する,,394,2024/4/8,2024/4/8,,,,,,,,,◎,,,◎,◎,◎
総務・人事・経理,,人事＞人材育成,教育・育成計画の策定,自社の求める人材要件および評価基準をもとに人材育成計画を作成する,,395,2024/4/8,2024/4/8,,,,,,,,,◎,,,◎,◎,◎
総務・人事・経理,,人事＞労務管理,労働処遇運用,従業員が安心して生活を営めるよう福利厚生制度（規程や利用サービス）を整備する,,396,2024/4/8,2024/4/8,,,,,,,,,,,,◎,◎,◎
総務・人事・経理,,人事＞労務管理,給与管理対応,賃金（給与支給額や控除額等）、社会保険（健康保険、厚生年金保険、雇用保険、労災保険）や税金（所得税、住民税）の処理、その他年次処理（賞与、年調、昇給等）について内容を理解し、処理する,,397,2024/4/8,2024/4/8,,,,,,,,,,,,◎,◎,◎
総務・人事・経理,,人事＞労務管理,労使関連対応,労務管理上の各種トラブルが発生した際の対応策や解決手順の作成を行う,,398,2024/4/8,2024/4/8,,,,,,,,,,,,◎,◎,◎
総務・人事・経理,,人事＞労務管理,安全衛生対応,労働安全衛生法の正しい理解のもと、健康教育および健康相談や職場環境改善等を、継続的かつ計画的に企画、実施する,,399,2024/4/8,2024/4/8,,,,,,,,,,,,◎,◎,◎
総務・人事・経理,,リーガル（法務）＞契約書の作成と締結,相手先との契約内容の調整,契約上の責任、役割、条件等の契約内容を理解、確認したうえで、問題点があれば交渉を行い、最終的に合意形成を行う,,400,2024/4/8,2024/4/8,,,,,,◎,◎,,,◎,◎,◎,◎,◎
総務・人事・経理,,外注管理＞外注発注の妥当性確認,外注申請のチェック,社外に発注する内容（発注先、発注内容、発注理由）、発注金額、支払条件について確認する,,401,2024/4/8,2024/4/8,,,,,,◎,◎,,,◎,◎,◎,◎,◎
総務・人事・経理,,物品の購入管理＞購入・支払い管理,発注先選定,物品の取扱い先に見積を依頼し、見積金額、納期、納入条件、支払い条件等を検討し、最適な購入先を選定する,,402,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
総務・人事・経理,,物品の購入管理＞購入・支払い管理,発注処理,選定した取引先からの物品購入について注文書を作成して送付する,,403,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
総務・人事・経理,,物品の購入管理＞在庫管理,ソフトウェアライセンス管理,社内で利用しているソフトウェアやシステムのライセンスについて、更新期限や保有ライセンス数と使用ライセンス数の管理を行う,,404,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
総務・人事・経理,,物品の購入管理＞在庫管理,物品管理,貸出した物品の貸出先、貸出数等を管理し、定期的に棚卸をしたうえで、貸出し期限に達した物品について返却を依頼する,,405,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
総務・人事・経理,,物品の購入管理＞廃棄処理,機器廃棄処理,廃棄物回収事業者の情報を収集し、適切な業者を選定する,,406,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
総務・人事・経理,,社内業務監査＞内部監査,監査計画,関係部門と調整して内部監査計画を立案し、監査計画に従って内部監査を実施し、監査記録を作成する,,407,2024/4/8,2024/4/8,,,,,,,,,,◎,◎,,◎,◎
